case_number,date,year,country,activity,sex_,age,fatal_yn,species_,Year_2,Type_attack,country_2,Gender2,Ages_2,Months,Fatality
1958.00.00.e,1958,1958.0,USA,Spearfishing,M,,Y,,1958,Unprovoked,USA,M,No_Info,No_Info,Y
1958.00.00.d,1958,1958.0,USA,Spearfishing,M,,Y,Several sharks involved,1958,Unprovoked,USA,M,No_Info,No_Info,Y
1958.00.00.c,1958,1958.0,USA,"Fishing, holding fish",M,,N,,1958,Unprovoked,USA,M,No_Info,No_Info,N
1958.00.00.b,1958,1958.0,USA,Fishing (trolling),nan,,N,White shark,1958,Boat,USA,nan,No_Info,No_Info,N
1958.00.00.a,Circa 1958,1958.0,USA,"Fishing, walking in river to cast",M,,Y,,1958,Unprovoked,USA,M,No_Info,No_Info,Y
1957.12.31,31-Dec-1957,1957.0,USA,Spearfishing,M,,N,,1957,Unprovoked,USA,M,No_Info,Dec,N
1957.12.30,30-Dec-1957,1957.0,USA,Standing,F,14,N,1.8 m [6'] shark,1957,Unprovoked,USA,F,14,Dec,N
1957.12.26,26-Dec-1957,1957.0,USA,Skindiving,M,20,N,,1957,Unprovoked,USA,M,20,Dec,N
1957.12.23,23-Dec-1957,1957.0,USA,Floating,M,23,Y,>3 m [10'] shark,1957,Unprovoked,USA,M,23,Dec,Y
1957.12.20,20-Dec-1957,1957.0,USA,Standing,M,15,Y,,1957,Unprovoked,USA,M,15,Dec,Y
1957.12.18,18-Dec-1957,1957.0,USA,Body surfing,M,16,N,,1957,Unprovoked,USA,M,16,Dec,N
1957.11.08,08-Nov-1957,1957.0,USA,Air/Sea Disaster Pan-American Airlines Stratocruiser with 44 people onboard crashed into the sea,nan,,N,,1957,Sea Disaster,USA,nan,No_Info,Nov,N
1957.11.04.R,Reported 04-Nov-1957,1957.0,USA,Fishing,nan,,N,,1957,Boat,USA,nan,No_Info,Nov,N
1957.10.24,24-Oct-1957,1957.0,USA,,M,22,Y,,1957,Unprovoked,USA,M,22,Oct,Y
1957.10.23,23-Oct-1957,1957.0,USA,,F,28,Y,,1957,Unprovoked,USA,F,28,Oct,Y
1957.09.02,02-Sep-1957,1957.0,USA,,M,,N,Identified as carcharinid shark (based on its behavior) by Dr. D.P. L. Schultz; mako shark according to Huges,1957,Unprovoked,USA,M,No_Info,Sep,N
1957.08.00,Aug-1957,1957.0,USA,Attempting to net shark in shark channel,M,,N,"2.7 m [9'] bull shark, identified by Capt. W. Gray",1957,Provoked,USA,M,No_Info,No_Info,N
1957.07.24,24-Jul-1957,1957.0,USA,Spearfishing on Scuba,M,,N,"Said to involve a 1 m  white shark, but thought  that it was more likely a blue shark",1957,Provoked,USA,M,No_Info,Jul,N
1957.07.15,15-Jul-1957,1957.0,USA,Swimming,M,57,Y,White shark,1957,Unprovoked,USA,M,57,Jul,Y
1957.07.09,09-Jul-1957,1957.0,USA,Diving for trochus,M,36,N,9' shark,1957,Unprovoked,USA,M,36,Jul,N
1957.06.21,21-Jun-1957,1957.0,USA,M.V. Tropical sank. Sole survivor rode oil drums for 8 days without food or water.,nan,,,Invalid,1957,No_Info,USA,nan,No_Info,Jun,nan
1957.05.11,11-May-1957,1957.0,USA,Competing in spearfishing championship & towing dead fish,M,28,N,4.6 m [15'] shark,1957,Unprovoked,USA,M,28,May,N
1957.05.07,Reported 07-May-1957,1957.0,USA,Fishing,M,,N,,1957,Unprovoked,USA,M,No_Info,May,N
1957.05.00,May 1957,1957.0,USA,3 men & 2 boys picked up wearing life jackets and with inner tube,M,,N,,1957,Unprovoked,USA,M,No_Info,No_Info,N
1957.04.28,28-Apr-1957,1957.0,USA,Swimming,M,25,Y,White shark,1957,Unprovoked,USA,M,25,Apr,Y
1957.04.23,23-Apr-1957,1957.0,USA,Surfing,M,15,N,Wobbegong shark?,1957,Unprovoked,USA,M,15,Apr,N
1957.04.22,22-Apr-1957,1957.0,USA,Standing,M,17,N,4 m [13'] shark,1957,Provoked,USA,M,17,Apr,N
1957.04.13,13-Apr-1957,1957.0,USA,Swimming between  anchored  pearling luggers,M,22,N,Shark seen feeding on turtle scraps thrown overboard prior to incident.,1957,Unprovoked,USA,M,22,Apr,N
1957.04.07.b,07-Apr-1957,1957.0,USA,Diving from canoe,M,17,N,,1957,Unprovoked,USA,M,17,Apr,N
1957.04.07.a,07-Apr-1957,1957.0,USA,Diving from canoe,M,15,N,,1957,Unprovoked,USA,M,15,Apr,N
1957.02.24,24-Feb-1957,1957.0,USA,Spearfishing,M,,N,,1957,Unprovoked,USA,M,No_Info,Feb,N
1957.02.05,05-Feb-1957,1957.0,USA,Floating,M,,N,1.2 m  [4'] shark,1957,Unprovoked,USA,M,No_Info,Feb,N
1957.02.02,02-Feb-1957,1957.0,USA,,M,,UNKNOWN,,1957,Unprovoked,USA,M,No_Info,Feb,No_Info
1957.02.00,Feb-1957,1957.0,USA,Skindiving for specimens,M,,N,Said to involve a large mako shark,1957,Unprovoked,USA,M,No_Info,No_Info,N
1957.01.05,05-Jan-1957,1957.0,USA,Wading,M,12,Y,,1957,Unprovoked,USA,M,12,Jan,Y
1957.00.00.k,1957,1957.0,USA,Fishing,M,,,Shark involvement prior to death was not confirmed,1957,No_Info,USA,M,No_Info,No_Info,nan
1957.00.00.j,1957,1957.0,USA,Bathing,nan,,N,1.5 m [5'] shark,1957,Unprovoked,USA,nan,No_Info,No_Info,N
1957.00.00.i,1957,1957.0,USA,,nan,2 to 3 months,,3.7 m [12'] shark,1957,No_Info,USA,nan,3,No_Info,nan
1957.00.00.h,1957,1957.0,USA,Fishing,nan,,N,3.7 m [12'] shark ,1957,Boat,USA,nan,No_Info,No_Info,N
1957.00.00.g,1957,1957.0,USA,Fishing for sharks,M,18,Y,,1957,Unprovoked,USA,M,18,No_Info,Y
1957.00.00.f,1957,1957.0,USA,Helmet diving in Miami Seaquarium,M,,N,Bull shark,1957,Unprovoked,USA,M,No_Info,No_Info,N
1957.00.00.e,1957,1957.0,USA,Fishing,M,30,N,,1957,Unprovoked,USA,M,30,No_Info,N
1957.00.00.d,1957,1957.0,USA,,M,,N,Bull shark,1957,Unprovoked,USA,M,No_Info,No_Info,N
1957.00.00.b,1957,1957.0,USA,Fishing,M,,Y,,1957,Unprovoked,USA,M,No_Info,No_Info,Y
1957.00.00.c,1957,1957.0,USA,,M,,N,Bull shark,1957,Unprovoked,USA,M,No_Info,No_Info,N
1957.00.00.a,1957,1957.0,USA,Dynamiting fish,M,,Y,,1957,Unprovoked,USA,M,No_Info,No_Info,Y
1956.12.26,26-Dec-1956,1956.0,USA,Spearfishing,M,19,Y,2.4 m [8'] tiger shark caught 40 hours later with shorts of the boy in its gut,1956,Unprovoked,USA,M,19,Dec,Y
1956.12.24,24-Dec-1956,1956.0,USA,Spearfishing,M,16,Y,,1956,Unprovoked,USA,M,16,Dec,Y
1956.12.15.R,Reported 15-Dec-1956,1956.0,USA,Swimming,M,,Y,,1956,Unprovoked,USA,M,No_Info,Dec,Y
1956.12.09,09-Dec-1956,1956.0,USA,Fishing,M,70,N,"Mako shark, 125-lb ",1956,Provoked,USA,M,70,Dec,N
1956.10.27,27-Oct-1956,1956.0,USA,Free diving for sinkers,M,29,N,"White shark, according to witnesses",1956,Unprovoked,USA,M,29,Oct,N
1956.10.20,20-Oct-1956,1956.0,USA,"Spearfishing, holding 5' speared fish",M,,N,3.7 m [12'] shark,1956,Unprovoked,USA,M,No_Info,Oct,N
1956.10.07,07-Oct-1956,1956.0,USA,"Skindiving, fish at belt",M,19,N,Lemon shark,1956,Unprovoked,USA,M,19,Oct,N
1956.10.00,Oct-1956,1956.0,USA,Fishing,M,,Y,,1956,Unprovoked,USA,M,No_Info,No_Info,Y
1956.09.23,23-Sep-1956,1956.0,USA,Surf fishing,M,27,N,a sand shark,1956,Unprovoked,USA,M,27,Sep,N
1956.09.13,13-Sep-1956,1956.0,USA,Climbing back on ship,M,,Y,Blue shark,1956,Unprovoked,USA,M,No_Info,Sep,Y
1956.09.00.b,Sep-1956,1956.0,USA,Fishing,M,,Y,Tiger shark,1956,Unprovoked,USA,M,No_Info,No_Info,Y
1956.09.00.a,Sep-1956,1956.0,USA,Scuba diving,M,,N,"White shark, 13'10"", 1320-lb female ",1956,Unprovoked,USA,M,No_Info,No_Info,N
1956.08.25,25-Aug-1956,1956.0,USA,Fishing ,M,34,Y,4.3 m [14'] shark,1956,Unprovoked,USA,M,34,Aug,Y
1956.08.20,20-Aug-1956,1956.0,USA,Fishing,M,,N,,1956,Unprovoked,USA,M,No_Info,Aug,N
1956.08.15.R,Reported 15-Aug-1956,1956.0,USA,Skin diving,M,13,Y,,1956,Unprovoked,USA,M,13,Aug,Y
1956.08.15.b,15-Aug-1956,1956.0,USA,Diving,M,,N,"Wobbegong shark, 4' ",1956,Provoked,USA,M,No_Info,Aug,N
1956.08.15.a,15-Aug-1956,1956.0,USA,Swimming near pier,M,10,N,"White shark, 2.7 m [9'] ",1956,Unprovoked,USA,M,10,Aug,N
1956.08.01,1-Aug-1956,1956.0,USA,Free diving for crayfish,M,23,N,,1956,Unprovoked,USA,M,23,Aug,N
1956.08.00.e,Aug-1956,1956.0,USA,Attempting to kill a shark with explosives,M,,Y,,1956,Provoked,USA,M,No_Info,No_Info,Y
1956.08.00.d,Aug-1956,1956.0,USA,Attempting to kill a shark with explosives,M,,Y,,1956,Provoked,USA,M,No_Info,No_Info,Y
1956.08.00.c,Aug-1956,1956.0,USA,Fishing,nan,,N,Porbeagle or white shark,1956,Boat,USA,nan,No_Info,No_Info,N
1956.08.00.b,Aug-1956,1956.0,USA,Fishing,M,,N,,1956,Unprovoked,USA,M,No_Info,No_Info,N
1956.08.00.a,Aug-1956,1956.0,USA,Fishing,M,,N,2.3 m [7'] shark,1956,Unprovoked,USA,M,No_Info,No_Info,N
1956.07.28,28-Jul-1956,1956.0,USA,Floating in inner tube,M,13,Y,,1956,Provoked,USA,M,13,Jul,Y
1956.07.26,26-Jul-1956,1956.0,USA,Fishing,M,38,N,8-lb shark,1956,Provoked,USA,M,38,Jul,N
1956.07.20,20-Jul-1956,1956.0,USA,Swimming,M,40,Y,White shark,1956,Unprovoked,USA,M,40,Jul,Y
1956.07.17,17-Jul-1956,1956.0,USA,Wading,F,38,N,,1956,Unprovoked,USA,F,38,Jul,N
1956.07.12,12-Jul-1956,1956.0,USA,Swimming,M,7,N,,1956,Unprovoked,USA,M,7,Jul,N
1956.06.28,28-Jun-1956,1956.0,USA,"Line fishing from Lakotoi, saw shoal of fish, dived overboard, had speared second fish & surfaced for air",M,,N,2.3 m [7'] shark,1956,Unprovoked,USA,M,No_Info,Jun,N
1956.06.22, 22-Jun-1956,1956.0,USA,Longling fishing,M,23,Y,,1956,Boat,USA,M,23,Jun,Y
1956.06.20,20-Jun-1956,1956.0,USA,Air/Sea Disaster,nan,,Y,,1956,Sea Disaster,USA,nan,No_Info,Jun,Y
1956.05.26.R,Reported 26-May-1956,1956.0,USA,Fishing,nan,,N,White shark,1956,Boat,USA,nan,No_Info,May,N
1956.05.07,07-May-1956,1956.0,USA,"Free diving, working on U/W scenes for motion picture",M,30,Y,,1956,Unprovoked,USA,M,30,May,Y
1956.05.00,May 1956,1956.0,USA,Diving,nan,,N,,1956,Unprovoked,USA,nan,No_Info,No_Info,N
1956.03.25,25-Mar-1956,1956.0,USA,Boating,nan,,UNKNOWN,Said to involve a 7 m [23'] white shark,1956,Boat,USA,nan,No_Info,Mar,No_Info
1956.03.11,11-Mar-1956,1956.0,USA,Bathing,M,13,N,,1956,Unprovoked,USA,M,13,Mar,N
1956.03.04,04-Mar-1956,1956.0,USA,"Swimming, attacked at  surf carnival",M,26,Y,3.7 m [12'] shark & may have been another shark nearby,1956,Unprovoked,USA,M,26,Mar,Y
1956.03.00.b,Mar-1956,1956.0,USA,Attempting to set underwater endurance record,M,21,N,,1956,Unprovoked,USA,M,21,No_Info,N
1956.02.26,26-Feb-1956,1956.0,USA,Diving into water,M,15,Y,1.8 m [6'] shark,1956,Unprovoked,USA,M,15,Feb,Y
1956.02.10.R,Reported 10-Feb-1956,1956.0,USA,Swimming,M,8,N,,1956,Unprovoked,USA,M,8,Feb,N
1956.01.16.R,Reported 16-Jan-1956,1956.0,USA,Diving for trochus,M,18,N,,1956,Unprovoked,USA,M,18,Jan,N
1956.01.16,16-Jan-1956,1956.0,USA,Swimming,M,33,Y,,1956,Unprovoked,USA,M,33,Jan,Y
1956.01.05,05-Jan-1956,1956.0,USA,Surf skiing,M,25,N,5' to 6' shark,1956,Unprovoked,USA,M,25,Jan,N
1956.00.00.h,1956,1956.0,USA,Diving,M,,N,,1956,Unprovoked,USA,M,No_Info,No_Info,N
1956.00.00.g,1956,1956.0,USA,Shipwreck,M,,Y,,1956,Sea Disaster,USA,M,No_Info,No_Info,Y
1956.00.00.f,1956,1956.0,USA,Swimming off yacht,F,15,Y,White shark,1956,Unprovoked,USA,F,15,No_Info,Y
1956.00.00.e,1956,1956.0,USA,Removing shark from net ,M,,N,40-lb sand shark,1956,Provoked,USA,M,No_Info,No_Info,N
1956.00.00.d,1956,1956.0,USA,Swimming,F,14,UNKNOWN,,1956,Unprovoked,USA,F,14,No_Info,No_Info
1956.00.00.c,1956,1956.0,USA,,nan,,N,,1956,Unprovoked,USA,nan,No_Info,No_Info,N
1956.00.00.b,1956,1956.0,USA,,M,,N,,1956,Unprovoked,USA,M,No_Info,No_Info,N
1956.00.00.a,1956,1956.0,USA,,M,,Y,,1956,Unprovoked,USA,M,No_Info,No_Info,Y
1955.12.31,Reported 31-Dec-1955,1955.0,USA,Ocean racing,nan,,N,,1955,Boat,USA,nan,No_Info,Dec,N
1955.12.11,11-Dec-1955,1955.0,USA,Fishing for pompano,nan,,N,,1955,Boat,USA,nan,No_Info,Dec,N
1955.11.16,16-Nov-1955,1955.0,USA,Swimming,M,8,N,Wobbegong shark,1955,Unprovoked,USA,M,8,Nov,N
1955.11.00,Nov-1955,1955.0,USA,Spearfishing,M,,N,,1955,Unprovoked,USA,M,No_Info,No_Info,N
1955.10.16,16-Oct-1955,1955.0,USA,Spearfishing & lassoed shark,M,28,N,6' shark,1955,Provoked,USA,M,28,Oct,N
1955.09.23.b,23-Sep-1955,1955.0,USA,"""Flying Tiger"" transport plane went down with 5 men onboard",M,,Y,Survivors said 2 species of sharks were involved:  oceanic whitetip sharks and another species,1955,Sea Disaster,USA,M,No_Info,Sep,Y
1955.09.23.a,23-Sep-1955,1955.0,USA,"""Flying Tiger"" transport plane went down with 5 men onboard",M,,N,"Survivors said 2 species of sharks were involved:  oceanic whitetip sharks and another species,",1955,Sea Disaster,USA,M,No_Info,Sep,N
1955.09.20,20-Sep-1955,1955.0,USA,Hunting turtle,M,,N,,1955,Unprovoked,USA,M,No_Info,Sep,N
1955.09.04,04-Sep-1955,1955.0,USA,Swimming near breakwater,M,16,N,,1955,Unprovoked,USA,M,16,Sep,N
1955.09.03,03-Sep-1955,1955.0,USA,,M,,N,,1955,Unprovoked,USA,M,No_Info,Sep,N
1955.08.30.b,30-Aug-1955,1955.0,USA,Fishing,M,,Y,,1955,Unprovoked,USA,M,No_Info,Aug,Y
1955.08.30.a,30-Aug-1955,1955.0,USA,Surfing,M,25,N,5' thresher or blue shark. The shark  was killed following the incident,1955,Provoked,USA,M,25,Aug,N
1955.08.26,26-Aug-1955,1955.0,USA,Swimming,F,32,Y,White shark,1955,Unprovoked,USA,F,32,Aug,Y
1955.08.08,08-Aug-1955,1955.0,USA,Swimming,M,28,Y,Blue shark,1955,Unprovoked,USA,M,28,Aug,Y
1955.08.04.R,Reported 04-Aug-1955,1955.0,USA,Fishing,M,,N,"""a small shark""",1955,Provoked,USA,M,No_Info,Aug,N
1955.08.00.c,Aug-1955,1955.0,USA,Treading water,M,15,N,,1955,Unprovoked,USA,M,15,No_Info,N
1955.08.00.a,Aug-1955,1955.0,USA,Fishing,nan,,N,Tooth fragments recovered from hull,1955,Boat,USA,nan,No_Info,No_Info,N
1955.07.25,25-Jul-1955,1955.0,USA,,M,22,Y,Blue shark,1955,Unprovoked,USA,M,22,Jul,Y
1955.07.23,23-Jun-1955,1955.0,USA,Wading,M,13,N,0.7 m [2.5'] sand shark,1955,Unprovoked,USA,M,13,Jun,N
1955.07.15,15-Jul-1955,1955.0,USA,Swimming,M,,Y,"White shark, 6.5 m ",1955,Unprovoked,USA,M,No_Info,Jul,Y
1955.07.07,07-Jul-1955,1955.0,USA,Swimming,F,,Y,2.4 m [8']  shark,1955,Unprovoked,USA,F,No_Info,Jul,Y
1955.05.08,08-May-1955,1955.0,USA,Spearfishing,M,28,N,2 m [6.75'] shark,1955,Provoked,USA,M,28,May,N
1955.05.00,May 1955,1955.0,USA,Spearfishing,M,,N,,1955,Unprovoked,USA,M,No_Info,No_Info,N
1955.04.13.R,Reported 13-Apr-1955,1955.0,USA,Spearfishing or fishing,M,,N,6' shark,1955,Unprovoked,USA,M,No_Info,Apr,N
1955.04.12,12-Apr-1955,1955.0,USA,Spearfishing,M,,N,6' shark,1955,Unprovoked,USA,M,No_Info,Apr,N
1955.04.00,Apr-1955,1955.0,USA,"Fishing from boat, Kaimamla",M,,N,,1955,Unprovoked,USA,M,No_Info,No_Info,N
1955.03.09,09-Mar-1955,1955.0,USA,Body surfing,M,22,Y,,1955,Unprovoked,USA,M,22,Mar,Y
1955.03.00.b,Mar-1955,1955.0,USA,Swimming with speared fish,M,,N,"""small brown-colored shark""",1955,Unprovoked,USA,M,No_Info,No_Info,N
1955.03.00.a,Mar-1955,1955.0,USA,"Competing in U/W endurance record, standing beside drum in 10' of water",M,25,N,,1955,Provoked,USA,M,25,No_Info,N
1955.02.10,10-Feb-1955,1955.0,USA,Scuba diving,M,,N,"Leopard shark, 3' Triakis semifasciata, identified by J.W. DeWitt (1955)",1955,Unprovoked,USA,M,No_Info,Feb,N
1955.02.06,06-Feb-1955,1955.0,USA,Spearfishing,M,19,N,"White shark, 5 m to 6 m [16.5' to 20] ",1955,Unprovoked,USA,M,19,Feb,N
1955.02.05,05-Feb-1955,1955.0,USA,Swimming,M,25,Y,3.6 m  white shark  (or bronze whaler),1955,Unprovoked,USA,M,25,Feb,Y
1955.02.04,04-Feb-1955,1955.0,USA,Fishing,M,25,N,,1955,Unprovoked,USA,M,25,Feb,N
1955.02.01.,01-Feb-1955,1955.0,USA,Rowing,nan,,N,,1955,Boat,USA,nan,No_Info,Feb,N
1955.02.00,Feb-1955,1955.0,USA,Rowing toward snapper grounds,nan,,N,4 m [13'] shark x 6,1955,Boat,USA,nan,No_Info,No_Info,N
1955.01.17,17-Jan-1955,1955.0,USA,Hunting lobsters in 2.4 m of water,M,13,Y,"Bronze whaler shark,3.7 m [12'] ",1955,Unprovoked,USA,M,13,Jan,Y
1955.01.15,15-Jan-1955,1955.0,USA,Crossing the bay at the ford,M,,Y,,1955,Unprovoked,USA,M,No_Info,Jan,Y
1955.00.00.f,1955,1955.0,USA,,nan,,UNKNOWN,,1955,Unprovoked,USA,nan,No_Info,No_Info,No_Info
1955.00.00.d,1955,1955.0,USA,Fishing,M,,N,"""a little shark""",1955,Provoked,USA,M,No_Info,No_Info,N
1955.00.00.e,1955,1955.0,USA,Standing in knee-deep water,M,16,Y,,1955,Unprovoked,USA,M,16,No_Info,Y
1955.00.00.c,1955,1955.0,USA,Swimming,M,,,Questionable incident,1955,No_Info,USA,M,No_Info,No_Info,nan
1955.00.00.b,Ca. 1955 ,1955.0,USA,Spearfishing,M,12,N,1.5 m [5'] shark,1955,Unprovoked,USA,M,12,No_Info,N
1955.00.00.a,1955,1955.0,USA,,M,,N,,1955,Unprovoked,USA,M,No_Info,No_Info,N
1954.12.29,29-Dec-1954,1954.0,USA,Dived overboard & was swimming near stern of trawler,M,27,Y,,1954,Unprovoked,USA,M,27,Dec,Y
1954.12.11,11-Dec-1954,1954.0,USA,Swimming,M,23,Y,,1954,Unprovoked,USA,M,23,Dec,Y
1954.12.09,09-Dec-1954,1954.0,USA,Swimming near canoe,M,,Y,,1954,Unprovoked,USA,M,No_Info,Dec,Y
1954.12.04,04-Dec-1954,1954.0,USA,Swimming,M,16,N,,1954,Unprovoked,USA,M,16,Dec,N
1954.11.20,20-Nov-1954,1954.0,USA,Spearfishing,M,,N,"Blacktip reef shark, 1.5 m [5'] ",1954,Unprovoked,USA,M,No_Info,Nov,N
1954.10.07,07-Oct-1954,1954.0,USA,"American freighter Mormackite, bound from Buenos Aires for Baltimore, capsized & sank in heavy seas",M,,Y,,1954,Sea Disaster,USA,M,No_Info,Oct,Y
1954.10.06,06-Oct-1954,1954.0,USA,Fishing  (trawling),M,62,N,20' shark,1954,Provoked,USA,M,62,Oct,N
1954.10.02.b,02-Oct-1954,1954.0,USA,Boating,nan,,UNKNOWN,"White shark, 5.5 m [18']",1954,Boat,USA,nan,No_Info,Oct,No_Info
1954.10.02.a,02-Oct-1954,1954.0,USA,,M,13,,Shark involvement prior to death was not confirmed,1954,No_Info,USA,M,13,Oct,nan
1954.09.21,21-Sep-1954,1954.0,USA,Swimming,M,35,N,1.5 m [5'] shark,1954,Unprovoked,USA,M,35,Sep,N
1954.09.15,15-Sep-1954,1954.0,USA,Swimming,M,20,Y,,1954,Unprovoked,USA,M,20,Sep,Y
1954.09.04,04-Sep-1954,1954.0,USA,"Spearfishing, hunting crayfish",M,35,Y,9' shark,1954,Unprovoked,USA,M,35,Sep,Y
1954.08.19,19955,1954.0,USA,Spearfishing,M,27,N,,1954,Unprovoked,USA,M,27,No_Info,N
1954.08.12.b,12-Aug-1954,1954.0,USA,Spearfishing,M,,N,"Nurse shark, 58"", 34-lb ",1954,Provoked,USA,M,No_Info,Aug,N
1954.08.12.a,12-Aug-1954,1954.0,USA,Spearfishing,M,,N,"Nurse shark, 58"", 34-lb ",1954,Provoked,USA,M,No_Info,Aug,N
1954.07.30,30-Jul-1954,1954.0,USA,"Tuna fishing, standing on stern platform that was submerged by waves",M,34,N,,1954,Unprovoked,USA,M,34,Jul,N
1954.07.28,28-Jul-1954,1954.0,USA,Closed circuit diving (submerged). Diving to recover jettisoned packets of opium for police,M,28,Y,,1954,Unprovoked,USA,M,28,Jul,Y
1954.07.27,27-Jul-1954,1954.0,USA,Fishing trawler Flavio Gioia ,M,,,5m shark,1954,Boat,USA,M,No_Info,Jul,nan
1954.07.15,15-Jul-1954,1954.0,USA,Swimming,M,,Y,,1954,Unprovoked,USA,M,No_Info,Jul,Y
1954.07.04.R,Reported 04-Jul-1954,1954.0,USA,,nan,,N,"Nurse shark, 2.5' ",1954,Unprovoked,USA,nan,No_Info,Jul,N
1954.07.03,03-Jul-1954,1954.0,USA,Swimming,M,22,N,"2.4 m [8'] shark, possibly a dusky shark",1954,Unprovoked,USA,M,22,Jul,N
1954.07.02.R,Reported 02-Jul-1954,1954.0,USA,Swimming,M,,Y,,1954,Unprovoked,USA,M,No_Info,Jul,Y
1954.07.01.R,Reported 01-Jul-1954,1954.0,USA,,nan,,,Shark involvement prior to death was not confirmed,1954,No_Info,USA,nan,No_Info,Jul,nan
1954.06.29,29-Jun-1954,1954.0,USA,Grabbed shark & threw it on deck,M,35,N,,1954,Provoked,USA,M,35,Jun,N
1954.06.27,27-Jun-1954,1954.0,USA,Pearl diving from lugger Whyalla,M,30,N,2.4 m [8']  shark,1954,Unprovoked,USA,M,30,Jun,N
1954.06.00,Jun-1954,1954.0,USA,Bathing alongside ship,M,,Y,,1954,Unprovoked,USA,M,No_Info,No_Info,Y
1954.05.26.R,Reported 26-May-1954,1954.0,USA,"Fishing / cleaning fish, dived into water to retrieve a lost fish",M,,Y,,1954,Unprovoked,USA,M,No_Info,May,Y
1954.05.00,May 1954,1954.0,USA,,nan,,N,,1954,Unprovoked,USA,nan,No_Info,No_Info,N
1954.04.08,08-Apr-1954,1954.0,USA,Fishing from shore,M,,,Shark involvement prior to death was not confirmed,1954,No_Info,USA,M,No_Info,Apr,nan
1954.04.00,Apr-1954,1954.0,USA,Spearfishing,M,,N,,1954,Provoked,USA,M,No_Info,No_Info,N
1954.02.27,27-Feb-1954,1954.0,USA,Swimming,M,23,Y,,1954,Unprovoked,USA,M,23,Feb,Y
1954.01.30,30-Jan-1954,1954.0,USA,Swimming,M,,N,,1954,Unprovoked,USA,M,No_Info,Jan,N
1954.01.22.b,22-Jan-1954,1954.0,USA,Spearfishing,M,30,N,,1954,Unprovoked,USA,M,30,Jan,N
1954.01.22.a,22-Jan-1954,1954.0,USA,Floating,M,18,N,White shark tooth fragment recovered from ankle & identified by Dr. W. I. Follett,1954,Unprovoked,USA,M,18,Jan,N
1954.01.15,15-Jan-1954,1954.0,USA,Crouching in the water,M,26,N,14' shark,1954,Unprovoked,USA,M,26,Jan,N
1954.00.00.e,1954,1954.0,USA,,M,,Y,Bull shark suspected due to freshwater habitat,1954,Unprovoked,USA,M,No_Info,No_Info,Y
1954.00.00.d,1954,1954.0,USA,,M,,N,"Nurse shark, 1.8 m [6'] ",1954,Unprovoked,USA,M,No_Info,No_Info,N
1954.00.00.c,1954,1954.0,USA,Free diving,M,,Y,,1954,Unprovoked,USA,M,No_Info,No_Info,Y
1954.00.00.b,1954,1954.0,USA,Fishing,M,,N,a small shark',1954,Unprovoked,USA,M,No_Info,No_Info,N
1954.00.00.a,1954,1954.0,USA,Swimming,M,12,N,,1954,Unprovoked,USA,M,12,No_Info,N
1954.00.00 g,1954 (same day as  1954.00.00.f),1954.0,USA,,F,,Y,Bull shark suspected due to freshwater habitat,1954,Unprovoked,USA,F,No_Info,No_Info,Y
1954.00.00 f,1954 (same day as  1954.00.00.f),1954.0,USA,,M,,N,Bull shark suspected due to freshwater habitat,1954,Unprovoked,USA,M,No_Info,No_Info,N
1953.12.30,30-Dec-1953,1953.0,USA,Swimming,F,,N,Said to involve a >4 m [13'] shark,1953,Unprovoked,USA,F,No_Info,Dec,N
1953.12.22,22-Dec-1953,1953.0,USA,Swimming,M,23,N,,1953,Unprovoked,USA,M,23,Dec,N
1953.12.13,13-Dec-1953,1953.0,USA,Swimming or wading out  to warn bathers that a shark had been seen,M,16,N,,1953,Unprovoked,USA,M,16,Dec,N
1953.12.00,Dec-1953,1953.0,USA,Surf skiing,M,,N,3.7 [12'] shark,1953,Unprovoked,USA,M,No_Info,No_Info,N
1953.10.00,Oct-1953,1953.0,USA,,M,,N,,1953,Provoked,USA,M,No_Info,No_Info,N
1953.09.27,27-Sep-1953,1953.0,USA,,M,23,Y,,1953,Unprovoked,USA,M,23,Sep,Y
1953.09.20.R,Reported 20-Sep-1953,1953.0,USA,Scuba diving,M,,N,,1953,Unprovoked,USA,M,No_Info,Sep,N
1953.09.18,18-Sep-1953,1953.0,USA,Aircaft exploded,M,,N,,1953,Sea Disaster,USA,M,No_Info,Sep,N
1953.09.03.R,Reported 03-Sep-1953,1953.0,USA,Surf fishing,M,15,N,80-lb sand shark,1953,Unprovoked,USA,M,15,Sep,N
1953.09.02,02-Sep-1953,1953.0,USA,Crabbing,M,,N,"Hammerhead shark, 1.5 m [5'] ",1953,Unprovoked,USA,M,No_Info,Sep,N
1953.08.00,Aug-1953,1953.0,USA,Free diving,M,19,,Invalid,1953,No_Info,USA,M,19,No_Info,nan
1953.07.31,31-Jul-1953,1953.0,USA,Wading,F,18,Y,,1953,Unprovoked,USA,F,18,Jul,Y
1953.07.26,26-Jul-1953,1953.0,USA,Spearfishing,M,15,Y,3 m [10'] shark seen in vicinity,1953,Unprovoked,USA,M,15,Jul,Y
1953.07.16,16-Jul-1953,1953.0,USA,Fishing from market fishboat Sea Spray,M,,N,,1953,Provoked,USA,M,No_Info,Jul,N
1953.07.15,15-Jul-1953,1953.0,USA,Standing,F,26,N,,1953,Unprovoked,USA,F,26,Jul,N
